Title;Year;Classification;Duration;Genre;Directors;Writers;Cast;TechCrew
Nua;1931;;91 min;['Drama'];['Maurice Mariaud'];['Alberto Castro Neves'];['Alberto Castro Neves', 'Álvaro Coimbra', 'António de Matos', 'António Leitão', 'Dina de Vilhena', 'Eduardo Malta', 'Emília Moreira', 'F. Ferreira de Mesquita', 'Maria Tereza Araújo', 'Mário Ramsky', 'Rosa Maria', 'Saur Ben Hafid', 'Tomás de Sousa', 'Valentino Cristus'];{'Assistente de Realização': [['Alberto Castro Neves']], 'Coreografia': [['Mário Ramsky']], 'Direcção de Fotografia': [['Maurice Laumann']], 'Fotografia': [['Maurice Laumann']], 'Montagem': [['Maurice Mariaud']], 'Planificação/Sequência': [['Maurice Mariaud']], 'Produção': [['Tágide Filme']], 'Produção Executiva': [['G. de Almeida Alves', 'João Matoso da Fonseca']]}
Ntchayu, Jogo de Raparigas;1961;;3 min;['Documentário'];['Margot Dias'];[];[];{}
Novos de Portugal na Semana das Colónias;1937;;;['Documentário'];[];[];[];{}
Novo Mundo;2000;;6 min;['Animação'];['António Antunes', 'Jorge Neves'];['António Antunes', 'Jorge Neves'];[];{'Animação': [['Yann Thual', 'Graça Gomes', 'Zé Carlos Pinto']], 'Produção': [['Jorge Neves']]}
Novo Arsenal do Alfeite;1932;;;['Documentário'];[];[];[];{}
Novilhada em Montemor-O-Novo;1929;;;['Documentário'];[];[];[];{}
A Nova Ponte Sobre o Douro;1931;;;['Documentário'];[];[];[];{}
Nova Lisboa, 50 Anos Depois;1962;;;['Documentário'];['António de Sousa'];[];[];{'Produção': [['António de Sousa']]}
Moçambique;1992;N/C;55 min;['Documentário'];['João Ponces de Carvalho'];[];[];{'Co-Produção': [['João Ponces de Carvalho']], 'Fotografia': [['João Ponces de Carvalho']], 'Guião': [['João Ponces de Carvalho']], 'Produção': [['RTP', 'Raiz de Um']]}
Notável Vila de Constância;1936;;;['Documentário'];['Manuel Luís Vieira'];[];[];{'Produção': [['Manuel Luís Vieira']]}
Nostalgia;1995;;50 min;['Outros'];['Francisco Manso'];[];['António Capelo', 'Pedro Barbosa', 'Teresa Madruga'];{'Montagem': [['Fernando Coroado']], 'Som': [['Valdemar Miranda']]}
Nova Lisboa;1953;;;['Documentário'];['António de Sousa'];[];[];{'Produção': [['António de Sousa']]}
O Nosso Povo;1970;;;['Documentário'];[];[];[];{'Produção': [['Courinha Ramos']]}
O Nosso Futebol;1985;N/C;111 min;['Documentário'];['Ricardo Costa'];['José de Sá Caetano', 'Ricardo Costa'];"[""António Victorino d'Almeida""]";"{'Canções por': [['Carlos do Carmo']], 'Colaboração': [['Vitor Santos', 'Marques da Costa', 'Manuel Sérgio', 'José de Matos-Cruz', 'Neves de Sousa', 'Luís de Pina', 'Ana Portugal']], 'Direcção de Produção': [['João Basílio']], 'Direcção de Som': [['Valdemar Miranda']], 'Fotografia': [['José João', 'Moedas Miguel', 'João Ponces de Carvalho']], 'Letra das Canções': [['José Mário Branco']], 'Montagem': [['Ricardo Costa']], 'Música': [[""António Victorino d'Almeida""]], 'Narração': [[""António Victorino d'Almeida""]], 'Produção': [['Diafilme']], 'Texto': [['Vitor Ferreira', 'Ricardo Costa']]}"
Nossa Senhora dos Remédios;1930;;;['Documentário'];[];[];[];{}
A Nossa Riqueza Termal;1961;N/C;19m 50s;['Documentário'];['Cândido Costa Pinto'];[];[];{'Apoio Financeiro': [['Fundo do Cinema Nacional']], 'Fotografia': [['Aquilino Mendes']], 'Locução': [['Pedro Moutinho']], 'Música': [['Duarte Costa']], 'Produção': [['Cândido Costa Pinto']], 'Som': [['Simões Lopes']]}
Nos Passos do Infante;1994;;46 min;['Documentário'];['Angelo Peres'];[];[];{}
Nos Campos;1933;;;['Documentário'];[];[];[];{}
O Norte Desportivo;1936;;;['Documentário'];['Adolfo Quaresma'];[];[];{'Produção': [['Adolfo Quaresma']]}
Nojo aos Cães;1970;M/18;93 min;['Drama'];['António de Macedo'];['António de Macedo'];['Ana Leiria', 'Ana Zanatti', 'Avelino Lopes', 'Clara Fiuza', 'Clara Silva', 'Eduarda Pimenta', 'Francisco Pestana', 'Grupo Cénico da Associação de Estudantes da Faculdade de Direito de Lisboa', 'Helena Balsa', 'Hilda Silvério', 'João Mário Mascarenhas', 'Jorge Ramalho', 'José Gomes', 'Lídia Rita', 'Maria João', 'Melim Teixeira', 'Murad Ali Mamadhusen', 'Salvador Ressurreição'];{'Anotação': [['Clara Diaz-Bérrio']], 'Assistente de Imagem': [['Carlos Alberto Estevão']], 'Assistente de Montagem': [['Clara Diaz-Bérrio']], 'Assistente de Realização': [['Vítor Barbosa']], 'Colaboração Técnica': [['Amílcar Lyra']], 'Direcção de Produção': [['Vítor Barbosa', 'Ernesto Oliveira']], 'Direcção de Som': [['João Diogo']], 'Fotografia': [['Elso Roque']], 'Fotografia de Cena': [['António de Macedo']], 'Iluminação': [['Júlio Sequeira']], 'Montagem': [['António de Macedo']], 'Música': [['Avelino Lopes']], 'Operador de Som': [['José de Carvalho']], 'Produção': [['Francisco de Castro', 'António de Macedo']], 'Sonoplastia/Mistura': [['Hugo Ribeiro']]}
O Noivo das Caldas;1956;M/12;100 min;['Comédia', 'Romance'];['Arthur Duarte'];[];['Américo Patela', 'Ana Paula Zeiger', 'António Palma', 'António Silva', 'Augusto Costa - Costinha', 'Carmen Mendes', 'Deolinda Rodrigues', 'Elvira de Figueiredo', 'Emma Paul', 'Erico Braga', 'Fernando Curado Ribeiro', 'Fernando Isidro', 'Humberto Madeira', 'Josefina Silva', 'Luísa Durão', 'Manuel Santos Carvalho', 'Maria da Luz', 'Maria Léonard', 'Maria Olguim', 'Mário Santos', 'Pestana de Amorim', 'Raul Solnado', 'Rosinda Rosa', 'Rui Metelo', 'Sales Ribeiro'];{'Anotação': [['Terezita Miranda']], 'Assistente de Cena': [['Américo Patela']], 'Assistente de Exteriores': [['Carlos Silva', 'Soares Borba']], 'Assistente de Imagem': [['Antonino Pirrone']], 'Assistente de Montagem': [['Julieta de Azevedo']], 'Assistente de Realização': [['Augusto Fraga']], 'Assistente de Som': [['António Brás', 'Luís Barão']], 'Assistente Geral': [['Luís Miranda']], 'Autor da Obra Original': [['João Bastos']], 'Canções por': [['Deolinda Rodrigues']], 'Caracterização': [['Aguiar de Oliveira']], 'Cenários': [['Humberto']], 'Chefe de Produção': [['Luís Miranda']], 'Decoração': [['Raul de Campos']], 'Diálogos': [['Fernando Santos']], 'Direcção de Fotografia': [['João Moreira (II)']], 'Direcção de Produção': [['Manuel Queiroz']], 'Direcção de Som': [['Enrique Domínguez']], 'Direcção Musical': [['Jaime Mendes']], 'Fotografia de Cena': [['Artur Bourdain de Macedo']], 'Iluminação': [['João de Almeida']], 'Letra das Canções': [['Silva Tavares']], 'Montagem': [['Isabel de Sá']], 'Música': [['Jaime Mendes']], 'Planificação/Sequência': [['Fernando Fragoso', 'Arthur Duarte']], 'Produção': [['Artistas e Técnicos Associados', 'Lisboa Filme']], 'Produção Executiva': [['Francisco Xavier Quintela']]}
A Noiva do Brasil;1945;N/C;82 min;['Drama'];['Santos Mendes'];['Fonseca Mendes', 'Santos Mendes'];['Alfredo Alves', 'Barroso Lopes', 'Domingos Lança Moreira', 'Elisa Cardoso', 'Erico Braga', 'Ermelinda Marques', 'Fernanda Nogueira', 'Fernando Maynard', 'Fernando Silva', 'Humberto Mergulhão', 'Humilta de Macedo', 'J. Ramos Amorim', 'João Amaro', 'Júlio Pereira', 'Maria Sidónio', 'Marius Ventríloquo', 'Óscar de Lemos', 'Patricia de Lencastre', 'Patrício Álvares', 'Ricardo Malheiro', 'Serrano Silva', 'Stélio Gil', 'Verónica Gil', 'Virgílio Macieira', 'Virgílio Teixeira', 'Virgínia de Vilhena'];{'Assistente': [['Hermínio de Miranda', 'Galveias Rodrigues']], 'Assistente de Imagem': [['Vasco Granja', 'Américo Couto']], 'Assistente de Montagem': [['Manuel Vargas', 'Noémia Malveira']], 'Assistente de Realização': [['José Cunha', 'Fernando Maynard', 'Jorge de Sousa']], 'Assistente de Som': [['Carlos Deus']], 'Canções por': [['Grupo Bando do Sol', 'Pompeu Faria', 'Óscar de Lemos', 'Graciete de Melo', 'Maria Sidónio', 'Mimi Extremaduro']], 'Caracterização': [['Francisco Homénio', 'Francisco Homénio']], 'Decoração': [['José Malveira']], 'Diálogos': [['Fonseca Mendes', 'Santos Mendes']], 'Direcção de Fotografia': [['Aquilino Mendes']], 'Direcção de Som': [['Luís Sousa Santos']], 'Fotografia de Cena': [['Artur Bourdain de Macedo']], 'Iluminação': [['Augusto Camilo']], 'Letra das Canções': [['Fonseca Mendes', 'Santos Mendes', 'Aníbal Nazaré']], 'Montagem': [['Luís Sousa Santos']], 'Música': [['Jaime Silva Filho']], 'Planificação/Sequência': [['Fonseca Mendes', 'Santos Mendes', 'Mota da Costa']], 'Produção': [['Atlante Filmes']], 'Secretariado de Produção': [['J. Galveias Rodrigues']]}
Portugal 74-75;1994;;;['Documentário'];['Cesário Borga', 'Joaquim Furtado', 'José Solano de Almeida', 'Isabel Silva Costa'];[];[];{'Anotação': [['Maria João Martinho']], 'Colaboração': [['Carlos Alberto Rodrigues', 'Fernanda Bizarro', 'Ana Rosado', 'Luísa Vaz', 'Henrique Vasconcellos', 'Rui Araújo']], 'Coordenação': [['João Grego Esteves']], 'Montagem': [['Rui Madruga']], 'Montagem de Som': [['Miguel Sá Marques']], 'Pós-Produção Audio': [['Miguel Sá Marques']], 'Pós-Produção Vídeo': [['Rui Madruga']]}
A Noite Saiu à Rua;1988;;4 min;['Animação', 'Curta-metragem'];['Abi Feijó'];['Jorge de Sena'];[];{'Produção': [['Filmógrafo']]}
Noite Portuguesa na Exposição de Paris;1937;N/C;3m 58s;['Documentário'];[];[];[];{'Produção': [['SPN - Secretariado da Propaganda Nacional']]}
A Noite e a Madrugada;1985;M/12;107 min;['Drama'];['Artur Ramos'];['Artur Ramos', 'Carlos Coutinho'];['Amélia Maria', 'Amélia Soares', 'António Assunção', 'António Évora', 'António Pita', 'Carlos Coutinho', 'Carlos Santos', 'Domingos Gorgate', 'Dorel Iacobescu', 'Duarte Canavial', 'Fernando Bravo', 'Fernando Loureiro', 'Francisco Busca', 'Francisco Caldeira', 'Graça Costa', 'Helena Félix', 'Inês Oliveira', 'João Tiago', 'Joaquim Doutor', 'José Assunção Cunha', 'José Costa Pinto', 'José Manuel Sande', 'José Viana', 'Judith Carrasco', 'Luís Pinhão', 'Manuel Ramalho', 'Mário Pereira', 'Pedro', 'Pedro Dinis', 'Rui Miranda', 'Ruy Furtado', 'Soares da Costa', 'Tito Moreira', 'Victor Carvalho', 'Vítor Silva'];{'Adaptação': [['Carlos Coutinho', 'Artur Ramos']], 'Anotação': [['Celeste Ferrari']], 'Assistente de Cena': [['Sérgio Figueiredo']], 'Assistente de Imagem': [['Luís Varatojo']], 'Assistente de Produção': [['Isabel Cristina Mascarenhas']], 'Assistente de Realização': [['João Viana']], 'Assistente de Som': [['José Alexandre Raposo']], 'Autor da Obra Original': [['Fernando Namora']], 'Canções por': [['Francisco Naia']], 'Caracterização': [['Conceição Madureira']], 'Cenários': [['Eduardo Cruzeiro']], 'Chefe de Produção': [['José Francisco Asseiceiro']], 'Construções': [['Fernando Correia', 'José Maria', 'Manuel Bernardo']], 'Coreografia': [['Rancho Folclórico de Castelo de Vide']], 'Diálogos': [['Artur Ramos', 'Carlos Coutinho']], 'Direcção de Fotografia': [['Germano Vaz']], 'Direcção de Som': [['José Pedro Correia']], 'Electricista': [['José Eduardo Aguiar', 'José Mourão']], 'Fotografia de Cena': [['Germano Vaz']], 'Iluminação': [['João de Almeida']], 'Locução': [['Armando Carvalheda']], 'Música': [['Francisco Maia']], 'Música das Canções': [['Francisco Naia']], 'Produção': [['Forum']], 'Produção Executiva': [['Manuel Queiroz']], 'Secretária de Produção': [['Maria João Asseiceiro']], 'Sonoplastia/Mistura': [['Alberto Couto']], 'Vestuário': [['Lurdes Rocha']]}
A Noite Cheirava Mal;1998;;6 min;['Animação'];"[""Paulo D'Alva"", 'Paulo Baptista']";[];[];{'Montagem': [['Carlos Silva']], 'Produção': [['Cine-Clube de Avanca']], 'Produtor Executivo': [['António Costa Valente']], 'Som': [['Carlos Silva']]}
Nocturno;1962;;10 min;['Documentário'];['Jacinto Ramos'];[];[];{'Produção': [['Jacinto Ramos']]}
Mulheres ao Mar;2000;;50 min;['Documentário'];['Cristina Ferreira Gomes'];['Cristina Ferreira Gomes'];[];{}
No Princípio Será a Carne;1978;;;['Outros'];['Manuel Granjeio Crespo'];[];[];{}
No Porto de Lisboa;1927;;;['Documentário'];[];[];[];{'Produção': [['Raul Lopes Freire']]}
No País dos Toureiros;1933;;;['Documentário'];[];[];[];{'Produção': [['Raul Lopes Freire']]}
No País do Sol Poente;1999;;140 min;['Drama'];['Fred Kelemen'];['Fred Kelemen'];['Adolfo Assor', 'António de Brito', 'Daniela Roque', 'Isa Hochgerner', 'Luana Conceição Magalhães', 'Verena Jasch', 'Wolfgang Michel'];"{'Direcção de Arte': [['Ralf Kufner']], 'Direcção de Fotografia': [['Fred Kelemen']], 'Montagem': [['Fred Kelemen', 'Nicola Undritz Cope', 'Anja Neraal']], 'Música': [['Rainer Kirchmann']], 'Produção': [['Maria João Mayer', ""François d'Artemare""]], 'Produtor Executivo': [['Alexander Ris']], 'Som': [['David Grawe', 'Jorg Theil']]}"
No País das Laurentinas - Colonos;1934;;25 min;['Curta-metragem'];['Ismael da Costa'];[];[];{'Direcção de Fotografia': [['Fernandes Tomaz']], 'Intertítulos': [['Ismael da Costa']], 'Produção': [['AGU - Agência Geral do Ultramar']]}
No Jardim;1896;N/C;;['Documentário'];['Aurélio da Paz dos Reis'];[];[];{'Direcção de Fotografia': [['Francisco Magalhães Bastos Júnior', 'Aurélio da Paz dos Reis']], 'Distribuição': [['Kinetographo Portuguez']]}
No Extremo Oriente Português;1960;;12 min;['Documentário'];['Miguel Spiguel'];[];[];{'Direcção de Fotografia': [['Aquilino Mendes']], 'Produção': [['Miguel Spiguel']]}
No Dia dos Meus Anos;1992;N/C;60 min;['Drama', 'Telefilme', 'Série'];['João Botelho'];['João Botelho'];['Alice Pereira', 'Ana Catarina Santos', 'Ana Rita Sousa', 'André Costa', 'André Gomes', 'André Loureiro', 'António Casaleiro', 'António João Rodrigues', 'Artur Ramos', 'Artur Semedo', 'Carla Lupi', 'Carlos Olivença', 'Filipe Cochofel', 'Francisco Cunha Leal', 'Guida Maria', 'Helena Laureano', 'Henrique Viana', 'Inês de Medeiros', 'Jessica Weiss', 'João Gonçalo', 'João José França', 'João Lagarto', 'Joaquim Mendes-Jim', 'José Manuel Mendes', 'Leonor Silveira', 'Madalena Rodrigues', 'Manuel Guanilho', 'Marco Brandão', 'Margarida Marinho', 'Maria João Luís', 'Matilde Matos', 'Paulo Matos', 'Raul Neves', 'Rui Morrison', 'Tomás Pinto Nogueira', 'Vítor Norte'];{'Administração de Produção': [['Luísa Perestrello']], 'Anotação': [['João Pinto Nogueira-Pinconé']], 'Assistente de Câmara': [['João Guerra']], 'Assistente de Imagem': [['José Tiago']], 'Assistente de Produção': [['Manuel Casaleiro']], 'Assistente de Realização': [['Luís Alvarães']], 'Caracterização': [['Cecília Lapa']], 'Chefe Electricista': [['Helder Mendes']], 'Contabilidade': [['Fernanda Costa']], 'Decoração': [['Ana Vaz da Silva']], 'Direcção de Fotografia': [['Dominique Le Rigoleur']], 'Direcção de Produção': [['Alexandre Barradas']], 'Direcção de Som': [['Vasco Pimentel']], 'Electricista': [['Mário Bastos']], 'Maquinista': [['Paulo Miranda', 'Carlos Santos']], 'Montagem': [['Pedro Mateus Duarte', 'José Nascimento', 'Manuela Viegas']], 'Produção': [['La Sept', 'RTP', 'Madragoa Filmes']], 'Produção Executiva': [['Paulo Branco']], 'Secretariado de Produção': [['Paulo Barbosa']], 'Som': [['Francisco Veloso', 'Hans Kunzi']], 'Sonoplastia/Mistura': [['Schwartz Filmtechnik']], 'Supervisão de Produção': [['José Martins']], 'Vestuário': [['Matilde Matos']]}
No Céu Azul... o Progresso;1970;;;['Documentário'];[];[];[];{'Produção': [['Augusto Santos (I)']]}
No Coração de Angola;1970;;15 min;['Documentário'];['António de Sousa'];[];[];{'Produção': [['António de Sousa']]}
No Caminho Para a Escola;1998;N/C;20 min;['Curta-metragem'];['Marco Martins'];['Marco Martins', 'Maria João Fonseca'];[];{'Fotografia': [['Luís Branquinho', 'Carlos Santana']], 'Produção': [['Alexandre Reina']]}
Ninguém Duas Vezes;1984;N/C;107 min;['Drama', 'Mistério'];['Jorge Silva Melo'];['Jorge Silva Melo'];['Charlotte Schwab', 'Diogo Dória', 'Gina Santos', 'Glicínia Quartín', 'Grisha Huber', 'José Afonso', 'José Maria Lobo Antunes', 'José Mário Branco', 'Luís Lucas', 'Luís Miguel Cintra', 'Manuela de Freitas', 'Michael Köenig', 'Rita Blanco', 'Zita Duarte'];{'Anotação': [['Ana Luísa Guimarães']], 'Assistente de Decoração': [['João Martins', 'Pedro Martins']], 'Assistente de Imagem': [['José António Loureiro']], 'Assistente de Produção': [['Semeão Ramos', 'João Pedro Bénard da Costa']], 'Assistente de Realização': [['Manuel Mozos', 'João Canijo']], 'Assistente de Som': [['Rui Henriques', 'Paulo Seabra Jesús']], 'Caracterização': [['Isabel Dias', 'Ana Lorena', 'Maria Gonzaga']], 'Cenários': [['Titina Maselli']], 'Chefe de Iluminação': [['Manuel Carlos Silva', 'Jorge Caldas']], 'Chefe Maquinista': [['Vasco Sequeira']], 'Decoração': [['Maria Gonzaga', 'Jasmim de Matos']], 'Diálogos': [['Jorge Silva Melo']], 'Direcção de Produção': [['José Mazeda']], 'Direcção de Som': [['Vasco Pimentel', 'Maria Paola Porru']], 'Direcção Musical': [['Marcel Wengler']], 'Electricista': [['Lito']], 'Fotografia': [['Acácio de Almeida']], 'Fotografia de Cena': [['João Pinto Nogueira-Pinconé']], 'Montagem': [['José Nascimento', 'Ana Luísa Guimarães', 'Solveig Nordlund']], 'Montagem de Som': [['Pedro Caldas']], 'Música': [['Hanz-Werner Henze', 'José Mário Branco']], 'Operador de Som': [['Joaquim Pinto']], 'Pós-Produção': [['Pedro Costa', 'Vítor Gonçalves']], 'Produção': [['Jorge Silva Melo', 'Janus Film', 'Paisá', 'Jorge Silva Melo', 'Azul', 'Les Films du Passage']], 'Produção Executiva': [['Artur Castro Neves', 'Paulo Branco', 'Maria do Carmo Moser', 'Klaus Hellwig']], 'Secretária de Produção': [['Margarida Robert']], 'Sonoplastia': [['Jean-Paul Loublier']], 'Texto': [['Miguel Lobo Antunes', 'Luíza Neto Jorge', 'João Canijo']], 'Vestuário': [['Isabel Branco', 'Maria Gonzaga', 'Jasmim de Matos']]}
O Movimento Militar Triunfante;1926;;29m 40s;['Documentário'];[];[];[];{'Produção': [['Serviços Gráficos do Exército']]}
New Bedford;1982;;28 min;['Documentário'];['Helder Mendes'];[];[];{}
Neve Portuguesa;1933;;;['Documentário'];[];[];[];{}
A Neve na Serra da Estrela;1936;M/12;;['Documentário'];['Amélia Borges Rodrigues'];[];[];{'Produção': [['Celeste Bastos y Lago']]}
Neve em Lisboa;1945;N/C;4m 36s;['Documentário'];['Raul Faria da Fonseca'];[];[];{}
Neve em Azeitão;1935;;3m 11s;['Documentário'];[];[];[];{'Direcção de Fotografia': [['Manuel Luís Vieira']], 'Legendas': [['Rocha Teles']], 'Produção': [['H. da Costa']]}
Neve de Angola;1975;;11 min;['Documentário'];[];[];[];{}
Nem Pássaro Nem Peixe;1978;;43 min;['Curta-metragem'];['Solveig Nordlund'];['Luíza Neto Jorge'];['Clara', 'Francisca Menezes', 'Glicínia Quartín', 'João Carlos', 'Leonor Serrão de Moura', 'Lia Gama', 'Lindley Cintra', 'Luís Miguel Cintra', 'Manuel Amado', 'Márcia Breia', 'Osório Mateus', 'Prista Monteiro', 'Robert Kramer (I)', 'Rui Mendes'];{'Autor da Obra Original': [['H.P. Lovecraft']], 'Direcção de Fotografia': [['Acácio de Almeida']], 'Montagem': [['Maria Paola Porru']], 'Música': [['Paulo Brandão']], 'Outros': [['Teresa Caldas', 'Jorge Caldas']], 'Produção': [['Grupo Zero']]}
Nem Amantes, Nem Amigos;1970;N/C;90 min;['Drama'];['Orlando Vitorino'];['Orlando Vitorino'];['Alberto Ghira', 'Andrade e Silva', 'António Machado', 'Carlos Duarte', 'Delfina Cruz', 'Jacobo Piloto', 'Joaquim Miranda', 'José de Carvalho', 'Lia Gama', 'Lígia Teles', 'Palmira Ferreira', 'Pedro Pinheiro', 'Ricardo Alberty'];{'Anotação': [['Ivone de Moura']], 'Assistente de Realização': [['Afonso de Sousa', 'Ivone de Moura', 'Nuno Vitorino']], 'Assistente de Som': [['Nuno Vitorino']], 'Autor da Obra Original': [['Orlando Vitorino']], 'Colaboração': [['Ivone de Moura']], 'Fotografia': [['Moedas Miguel']], 'Música': [['José Atalaya', 'Selvaggio']], 'Planificação/Sequência': [['Orlando Vitorino']], 'Produção': [['Avelino Abrantes']]}
Nelas e Canas de Senhorim;1928;;;['Documentário'];[];[];[];{}
Necrofilia;1985;;30 min;['Drama'];['Vítor Silva'];['Vítor Silva'];['Álvaro Liz', 'Ana Faro', 'António Almeida', 'António Morais', 'Fátima Fernandes', 'Fernanda Morais', 'Fernando Paulino', 'Francisco Inocentes', 'Francisco Seco', 'Henrique Silva', 'Ilda Montanha', 'Infância Augusta', 'Isabel Neto', 'Isabel Portugal', 'Jean Glaudé', 'Joana Pereira', 'João Paulo Ferreira', 'Joaquim Louro', 'Lídia Vieira', 'Luís Almerindo', 'Luz Moita', 'Manuela Serra', 'Miguel Yeco', 'Raúl Almeida', 'Salvador Nogueira', 'Vítor Candeias', 'Zé Lima'];{'Autor da Obra Original': [['Luísa Costa Gomes']], 'Direcção de Fotografia': [['Angel Ordiales']], 'Montagem': [['Dominique Rolin']], 'Outros': [['Orlando Raposo']], 'Produção': [['Fernanda Morais', 'Vítor Silva', 'Zé Lima', 'Francisco Inocentes']]}
Leitão de Barros, O Senhor Impaciente;1998;;57 min;['Documentário'];['Fernando Matos Silva'];[];[];{'Direcção de Fotografia': [['José Luís Carvalhosa']], 'Produção': [['Fábrica de Imagens', 'RTP']]}
Nazaré, Praia de Pescadores;1929;;;['Documentário'];['Leitão de Barros'];['Leitão de Barros'];[];{'Assistente de Realização': [['António Lopes Ribeiro']], 'Direcção de Fotografia': [['Artur Costa de Macedo']], 'Montagem': [['Leitão de Barros']], 'Planificação/Sequência': [['António Lopes Ribeiro']], 'Produção': [['Artur Costa de Macedo']]}
Nazaré;1964;;15 min;['Documentário'];['César Guerra Leal'];[];[];{'Produção': [['César Guerra Leal']]}
Nazaré;1952;N/C;81 min;['Drama'];['Manuel Guimarães'];['Alves Redol'];['Almeida Santos', 'António Baptista', 'Artur Semedo', 'Dórdio Guimarães', 'Helga Liné', 'Jaime Santos', 'João Iglésias', 'José Victor', 'Luís de Campos', 'Manuel Lereno', 'Manuel Vagos', 'Maria José', 'Maria Olguim', 'Maria Schultz', 'Pestana de Amorim', 'Virgílio Teixeira'];{'Anotação': [['Teresa Doñaque', 'Teixeira da Fonseca']], 'Assistente': [['Noémia Malveira']], 'Assistente de Cena': [['Almeida Santos']], 'Assistente de Imagem': [['Augusto Camilo']], 'Assistente de Realização': [['Jorge de Sousa']], 'Assistente de Som': [['Fernando Godinho', 'Manuel Barão', 'Vasco Leal', 'António Brás']], 'Assistente Geral': [['Fernando Ducla Soares', 'Jorge de Arbués']], 'Caracterização': [['Aguiar de Oliveira']], 'Colaboração': [['Manuel Vagos', 'Artur Semedo', 'António Baptista']], 'Coreografia': [['Rancho Folclórico Tá-Mar']], 'Decoração': [['Frederico George']], 'Diálogos': [['Alves Redol']], 'Direcção de Fotografia': [['João Moreira (II)']], 'Direcção de Produção': [['Carlos de Arbués']], 'Direcção de Som': [['Enrique Domínguez', 'Luís Barão']], 'Distribuição': [['Marfilmes']], 'Fotografia de Cena': [['João Lobo']], 'Montagem': [['Jorge de Sousa']], 'Música': [['Jaime Silva Filho']], 'Planificação/Sequência': [['Manuel Guimarães', 'Alves Redol']], 'Produção': [['Pró-Filmes']]}
Navios para a Pesca do Bacalhau;1937;;;['Documentário'];[];[];[];{}
