Title;Year;Classification;Duration;Genre;Directors;Writers;Cast;TechCrew
Vila Real - As Festas Antonianas;1933;;;['Documentário'];[];[];[];{}
Viagem Presidencial a Évora;1933;;30m 57s;['Documentário'];[];[];[];{'Direcção de Fotografia': [['Aníbal Contreiras']], 'Intertítulos': [['Aníbal Contreiras']]}
Um Dia na Praia - Costa do Sol;1933;;;['Documentário'];['Artur Costa de Macedo'];[];[];{'Produção': [['Artur Costa de Macedo']]}
Tomar;1933;;;['Documentário'];['Francisco Quintela', 'José César de Sá'];[];[];{}
Terras de Pescadores - Peniche;1933;;;['Documentário'];[];[];[];{}
A Sintra Transtagana - Castelo de Vide;1933;;;['Documentário'];['Francisco Quintela', 'José César de Sá'];[];[];{}
Santarém - Aspectos das Cheias;1933;;;['Documentário'];[];[];[];{}
Rapsódia Portuguesa;1933;;;['Documentário'];['Leitão de Barros'];[];[];{}
Quinta dos Bruxedos - Ramal de Viseu - Figueiró;1933;;;['Documentário'];['Fernando Carneiro Mendes'];[];[];{'Direcção de Fotografia': [['Fernando Carneiro Mendes']], 'Produção': [['Fernando Carneiro Mendes']]}
Quinta da Regaleira - Sintra;1933;;;['Documentário'];[];[];[];{'Produção': [['H. da Costa']]}
PSP - Juramento de Bandeira;1933;;;['Documentário'];[];[];[];{}
1ª Companhia de Infantaria Indígena de Angola em Lisboa;1933;;11m 59s;['Documentário'];[];[];[];{'Produção': [['Agência Geral das Colónias']]}
Por Terras de África;1933;;;['Documentário'];['Aníbal Contreiras'];[];[];{'Produção': [['Aníbal Contreiras']]}
Lançamento da Primeira Pedra da Capela de Nossa Senhora da Natividade;1933;;;['Documentário'];[];[];[];{}
João José;1910;;;['Drama'];['Júlio Costa'];[];['Ana Pereira', 'Eduardo Brazão', 'Elenco da Companhia de Teatro D. Maria II', 'Ferreira da Silva', 'João Rosa'];{'Autor da Obra Original': [['Joaquin Dicenta']], 'Distribuição': [['Raul Lopes Freire']], 'Fotografia': [['Júlio Santos']], 'Produção': [['Empreza Cinematographica Ideal']], 'Tradução': [['João Soller']]}
Pedro e o Lobo;1999;;;['Animação'];['Luís Correia'];[];[];{}
Estratégias Para Uma Vida;2006;;15m 46s;['Animação'];['Miguel Gorjão Clara'];['Miguel Gorjão Clara', 'Rita Tormenta'];['Rita Tormenta'];{'Direcção de Fotografia': [['António Patena Forte']], 'Montagem': [['Papuas']], 'Música': [['Bernardo Devlin']], 'Produção': [['Luís da Matta Almeida']]}
Gore e Vomit;1999;;5 min;['Animação'];['Brígida Velhote'];['Brígida Velhote'];[];{'Direcção de Fotografia': [['Luís Miguel Sousa']], 'Montagem': [['Brígida Velhote']], 'Música': [['Miguel Rebocho']], 'Produção': [['Armando Pinheiro']], 'Som': [['Brígida Velhote']]}
Café;2009;;7 min;['Animação'];['João Fazenda', 'Alex Gozblau'];['Alex Gozblau'];[];{'Animação': [['André Pereira', 'Vítor Lopes', 'João Paulo Dias', 'Joana Toste', 'Cláudio Sá', 'André Ferrão']], 'Direcção de Som': [['Fernando Augusto Rocha']], 'Montagem': [['João Fazenda', 'Alex Gozblau']], 'Música': [['Rodrigo Dias']], 'Produção': [['Cine-Clube de Avanca', 'Filmógrafo']], 'Produtor': [['Davide Freitas', 'Abi Feijó']], 'Voz': [['Américo Silva']]}
O Elevador;2000;;7 min;['Animação'];['Mário Jorge da Silva Neves'];['Paulo Cambraia'];[];{'Direcção de Fotografia': [['Mário Jorge da Silva Neves']], 'Produção': [['Paulo Cambraia', 'Mário Jorge da Silva Neves']]}
Tempo;2000;;5 min;['Animação'];['Roger Martinez Palleja'];['Roger Martinez Palleja'];[];{'Produção': [['Jorge Neves']]}
Viela - Rua Sem Sol;1947;;96 min;['Ficção'];['Ladislao Vajda'];['Tono de Lara', 'Enrique Llovet'];['Augusto Fraga', 'Barreto Poeira', 'Carlos Otero', 'Castello Lopes', 'Fernando Silva', 'Isabel de Castro', 'Lucy Sayal', 'Maria Olguim', 'Milú', 'Oliveira Martins', 'Óscar Acúrsio', 'Raquel Bastos', 'Regina Montenegro'];{'Anotação': [['Maria Teresa Ramos']], 'Assistente de Realização': [['Ramón Planas']], 'Autor da Obra Original': [['Georges Simenon']], 'Caracterização': [['Carmen Sánchez']], 'Decoração': [['Siegfried Burman', 'Emilio Ruiz de Castroviejo']], 'Diálogos': [['Armando Vieira Pinto']], 'Direcção de Produção': [['Oliveira Martins']], 'Direcção de Som': [['Felipe Sáenz']], 'Distribuição': [['Doperfilme']], 'Figurinos': [['Humberto Cornejo']], 'Fotografia': [['Heinrich Gärtner', 'Cecilio Paniagua', 'Isy Goldberger']], 'Fotografia de Cena': [['Godofredo Pacheco']], 'Letra das Canções': [['José Galhardo']], 'Montagem': [['Augusto Fraga', 'Juan Doria']], 'Música': [['Jesús García Leoz']], 'Música das Canções': [['Frederico Valério']], 'Operador de Imagem': [['Cecilio Paniagua', 'Alfredo Carrero']], 'Operador de Som': [['Antonio F. Roces']], 'Planificação/Sequência': [['Enrique Llovet', 'Tono de Lara']], 'Produção': [['Faro Films', 'Doperfilme']], 'Produtor Executivo': [['Luís Diaz-Amado']], 'Supervisão': [['Augusto Fraga']]}
Um Passeio Auspicioso;1929;;;['Comédia'];['Afonso Gaio'];['Afonso Gaio'];['António Duarte', 'Fernando Silva', 'Margarida Flores', 'Maria Helena Matos', 'Nunes Sequeira'];{'Caracterização': [['Perfumaria Elite']], 'Fotografia': [['Thomas Mary Rosell']], 'Produção': [['Heroica Films']]}
Travessia - Viagem à Memória do Tempo;1983;N/C;63 min;['Documentário'];['António Escudeiro'];[];[];{'Equipa Técnica': [['Humberto Alves', 'José Torres', 'Carlos Manuel Lopes', 'António Escudeiro']], 'Locução': [['Paulo Coelho']], 'Produção': [['Filmes Astrolábio', 'Comissariado da XVII Exposição Europeia de Arte, Ciência e Cultura', 'RTP', 'IPC']], 'Texto': [['Carlos Drumond de Andrade', 'Fernando Pessoa', 'Jorge de Sena', 'Marcelino dos Santos', 'Sophia de Mello Breyner Andresen', 'Baptista-Bastos', 'Diogo do Couto', 'José-Augusto França', 'Manuel da Fonseca', 'Rui Knopfli', 'António Gedeão', 'Costa Andrade', 'Fernão Mendes Pinto', 'Luís de Camões', 'Ovídio Martins']]}
Sinal Vermelho - Disco Rojo;1973;M/17;97 min;['Drama', 'Crime'];['Rafael Romero Marchent'];['António Vilar', 'Jacinto Molina', 'Nivan O. Taylor'];['António Casas', 'António Vilar', 'Benny Deus', 'Carlos José Teixeira', 'Carlos Romero Marchent', 'Eduardo Calvo', 'Helen Harp', 'Hugo Blanco', 'Luís Tito', 'Madalena Sotto', 'Mara Cruz', 'Maria Kosti', 'Paul Naschy', 'R. Centero', 'Rebeca Montgomery', 'Sharin Frutin'];{'Diálogos': [['António Vilar', 'Jacinto Molina', 'Nivan O. Taylor']], 'Direcção de Som': [['Luís Barão']], 'Execução Musical': [['Francisco Carvalhinho']], 'Fotografia': [['Miguel Mila']], 'Fotografia de Cena': [['Apollo']], 'Montagem': [['José Antonio Royo']], 'Música': [['García Abril']], 'Operador de Imagem': [['João Moreira']], 'Planificação/Sequência': [['António Vilar', 'Jacinto Molina', 'Nivan O. Taylor']], 'Pré-Produção': [['Arthur Duarte']], 'Produção': [['António Vilar']], 'Vestuário': [['Celestina Per']]}
Serra Brava;1948;N/C;95 min;['Drama'];['Armando de Miranda'];[];[];{'Adaptação': [['Armando de Miranda', 'Patrício Álvares', 'Aurélio Rodrigues']], 'Assistente de Realização': [['Hermínio de Miranda']], 'Assistente Geral': [['Fernando Silva']], 'Autor da Obra Original': [['Barros Ferreira']], 'Canções por': [['Grupo Coral']], 'Caracterização': [['Augusto Madureira']], 'Cenários': [['Manuel Lima']], 'Decoração': [['Manuel Lima']], 'Direcção de Fotografia': [['Alfredo Cristino Gomes']], 'Direcção de Som': [['Enrique Domínguez']], 'Fotografia de Cena': [['Artur Bourdain de Macedo']], 'Letra das Canções': [['Armando de Miranda']], 'Montagem': [['Armando de Miranda']], 'Música': [['Jaime Mendes']], 'Música das Canções': [['Jaime Mendes']], 'Operador de Imagem': [['Artur Bourdain de Macedo']], 'Planificação/Sequência': [['Armando de Miranda']], 'Produção': [['Produtores Associados']]}
Senhora de Fátima;1951;N/C;98 min;['Drama'];['Rafael Gil'];['Vicente Escrivá'];['Adriano Domínguez', 'Antonia Plana', 'Camiño Garrigo', 'Erico Braga', 'Eugenio Domingo', 'Félix Fernandez', 'Fernando Rey', 'Ines Orsini', 'José Maria Lado', 'José Nieto', 'José Prada', 'Juan Espantaleón', 'Julia Caba Alba', 'Julia Delgado Caro', 'Maria Dulce', 'Maria Rosa Salgado', 'Mário Berritúa', 'Matilde Muñoz Sanpedro', 'Milagros Leal', 'Pepe Nieto', 'Rafael Barden', 'Ramón Elias', 'Tito Junco'];{'Assistente Técnico': [['Joaquim Miranda', 'António Leitão']], 'Decoração': [['Enrique Alarcón']], 'Diálogos': [['Vicente Escrivá', 'Tibor Reves', 'Fernando Garcia']], 'Direcção de Produção': [['Manuel José Goyanes Martínez']], 'Direcção de Som': [['Luís Sousa Santos']], 'Direcção Geral': [['Aníbal Contreiras']], 'Direcção Técnica': [['José César de Sá']], 'Fotografia': [['Michel Kelber']], 'Montagem': [['José António Rojo']], 'Música': [['Ernesto Halfter']], 'Operador de Imagem': [['Julian de la Flor', 'Manuel Luís Vieira']], 'Operador de Som': [['Antonio Alonso']], 'Planificação/Sequência': [['Vicente Escrivá']], 'Produção': [['Suevia Films', 'Aníbal Contreiras', 'Cesáreo González', 'Rapa Films']], 'Vestuário': [['José L. López Vásquez']]}
Quinze Anos de Obras Públicas;1948;N/C;81m 19s;['Documentário'];['Carlos Filipe Ribeiro', 'Felipe de Solms', 'António Lopes Ribeiro'];[];[];{'Assistente de Realização': [['Carlos Marques']], 'Direcção de Som': [['Enrique Domínguez']], 'Direcção Musical': [['Jaime Silva Filho']], 'Distribuição': [['SPAC']], 'Fotografia': [['Salazar Diniz', 'Manuel Luís Vieira', 'Artur Costa de Macedo']], 'Locução': [['António Lopes Ribeiro']], 'Montagem': [['António Lopes Ribeiro']], 'Patrocínio': [['Ministério das Obras Públicas', 'Comissão Executiva da Exposição de Obras Públicas']], 'Planificação/Sequência': [['António Lopes Ribeiro']], 'Produção': [['SPAC']], 'Supervisão': [['António Lopes Ribeiro']], 'Texto': [['António Lopes Ribeiro']]}
Provas para um Retrato em Corpo Inteiro;1978;N/C;82 min;['Documentário'];"['José Alves Pereira', 'José Bogalheiro', ""Pedro Massano d'Amorim""]";[];['Banda do Casaco', 'Conjunto de Maria Albertina', 'Eugénio de Andrade', 'GAC - Vozes na Luta', 'Pauliteiros de Miranda'];"{'Fotografia': [[""Pedro Massano d'Amorim""]], 'Produção': [['SEE - Secretaria de Estado da Emigração']]}"
O Oiro do Bandido;1997;;85 min;['Ficção'];['Luís Alvarães'];['Luís Alvarães'];['Alberto Larumbe', 'Alexandra Lencastre', 'Bruno Schiappa', 'Carlos Gomes', 'Francisco Baião', 'João Vaz', 'Lena Coelho', 'Margarida Marinho', 'Miguel Guilherme', 'S. Martinho', 'S. Pestana', 'Sandra Faleiro', 'Vítor Norte'];{'Anotação': [['Ana Silva']], 'Apoio Financeiro': [['Fundação Calouste Gulbenkian', 'IPACA']], 'Assistente de Decoração': [['Joana Villaverde', 'Joana Villaverde', 'José Queirós', 'José Queiroz']], 'Assistente de Imagem': [['João Guerra', 'Pedro Lopes']], 'Assistente de Montagem': [['Clara Ferrão', 'S. Pedro Caldas', 'Marcelo Félix', 'Francisco Veloso', 'Marcelo Félix', 'Clara Ferrão']], 'Assistente de Produção': [['Rosa Guerra', 'Adriana Novais']], 'Assistente de Realização': [['Paulo Guilherme', 'Fernando Vendrell']], 'Canções por': [['GNR', 'Alfredo Marceneiro']], 'Caracterização': [['Margarida Miranda']], 'Co-Produção': [['RTP']], 'Contabilidade': [['Aldina']], 'Decoração': [['Miguel Mendes']], 'Direcção de Produção': [['João da Ponte', 'João Pedro Bénard da Costa']], 'Direcção de Som': [['Francisco Veloso', 'Pedro Caldas']], 'Electricista': [['António Milheiro', 'Mário Castanheira', 'João Carlos Aguiar']], 'Fotografia': [['José António Loureiro']], 'Fotografia de Cena': [['Carlos Désirat']], 'Grupista': [['João Barradas']], 'Guarda-Roupa': [['Elsa Bruxelas']], 'Maquinista': [['Vasco Sequeira', 'Vítor Moreira']], 'Montagem': [['Vítor Moreira', 'Carla Bogalheiro', 'José Manuel Lopes']], 'Música': [['Rodolfo Gil', 'Eduardo Vaz Palma']], 'Perchman': [['Pedro Melo']], 'Produção': [['Invicta Filmes', 'Costa do Castelo Filmes']], 'Produção Executiva': [['Paulo Trancoso']], 'Secretária de Produção': [['Margarida Sousa']], 'Sonoplastia': [['Francisco Veloso', 'Branko Neskov']], 'Vestuário': [['Elsa Bruxelas']]}
Mudas Mudanças;1980;N/C;80 min;['Ficção'];['Saguenail'];['Saguenail'];['António Torres', 'Elsa Fortes', 'Júlio Cardoso', 'Laura Perry', 'Luís Monteiro', 'Manuela Silva', 'Óscar Branco', 'Seiva Trupe'];{'Assistente de Imagem': [['Olga']], 'Direcção de Som': [['Jorge Loureiro']], 'Distribuição': [['Hélastre']], 'Fotografia': [['Elso Roque']], 'Montagem': [['Saguenail']], 'Música': [['Pedro Monteiro']], 'Produção': [['Hélastre']], 'Texto': [['Corbe']]}
O Milagre da Rainha;1931;;;['Ficção'];['António Leitão'];['António Leitão'];['António Fagim', 'Armando de Carvalho', 'Dina Fontoura', 'Eugénio Santos', 'Fernanda Dinis', 'Heloísa Clara', 'Machado Correia', 'Maria Helena', 'Mário Duarte', 'Regina Fróis', 'Santos Júnior'];{'Assistente': [['Augusto Soares']], 'Assistente de Realização': [['Palhares de Almeida', 'Herculano Levy']], 'Fotografia': [['Maurice Laumann', 'Teixeira Lopes']], 'Fotografia de Cena': [['Teixeira Lopes']], 'Letra das Canções': [['Silva Tavares']], 'Música': [['Ruy Coelho']], 'Música das Canções': [['Simy Ezaguy']], 'Planificação/Sequência': [['António Leitão']], 'Produção': [['SUS - Sociedade Universal de Superfilmes']]}
Manoel de Oliveira - Écran;1981;N/C;50m 30s;['Documentário', 'Série'];['José Nascimento', 'Augusto M. Seabra'];[];[];{'Assistente de Imagem': [['Octávio Espírito Santo']], 'Direcção de Som': [['Carlos Alberto Lopes']], 'Fotografia': [['João Abel Aboim']], 'Montagem': [['José Nascimento']], 'Participação': [['João Bénard da Costa', 'Manuel Costa e Silva', 'Lia Gama', 'Henrique Alves Costa', 'Henrique Espírito Santo', 'Agustina Bessa-Luís', 'António Lopes Ribeiro', 'Alberto Seixas Santos', 'António Casimiro']], 'Produção': [['Augusto M. Seabra']], 'Produção Executiva': [['Miguel Cardoso']]}
Limpopo;1971;;90 min;['Drama'];['Jorge de Sousa'];['Jorge de Sousa', 'Artur Macedo'];['António Gomes', 'António Teixeira', 'Henrique Campião', 'Isabel Terna', 'José Bandeira', 'Maria Dilar', 'Mário Sampaio', 'Nelly Pinheiro'];{'Diálogos': [['Artur Macedo']], 'Direcção de Som': [['Jorge de Sousa', 'Vítor Sequeira']], 'Fotografia': [['João Moreira (II)']], 'Montagem': [['Jorge de Sousa']], 'Operador de Som': [['Ezequiel Vasconcelos']], 'Produção': [['Jorge de Sousa']]}
O Hóspede do Quarto 13;1947;N/C;90 min;['Drama', 'Aventura'];['Arthur Duarte', 'Eugenio Deslaw'];['Fernando Méndez Leite'];['Alfredo Mayo', 'Benito Toral', 'Casimiro Hurtado', 'Conchita Saralia', 'Emilio Ruiz de Cordova', 'Erico Braga', 'Estevão Amarante', 'José Ramón Giner', 'Maria Eugénia', 'Maria Olguim', 'Milagros Guijarro', 'Rufino Ingles', 'Santiago Rivero', 'Teresa Cazal'];{'Anotação': [['Maria Teresa Ramos']], 'Assistente de Produção': [['Abelardo Garcia']], 'Assistente de Realização': [['Alfredo Hurtado']], 'Caracterização': [['Joaquín Carrasco', 'Amelia Alcaraz']], 'Construções': [['Emilio Ruiz de Castroviejo']], 'Decoração': [['Canet', 'Antonio Luna', 'Antonio Simont & Francisco Escriña']], 'Diálogos': [['Fernando Méndez Leite', 'João Bastos']], 'Direcção de Fotografia': [['Aquilino Mendes', 'Josep Gaspar']], 'Direcção de Produção': [['Luís Diaz-Amado']], 'Direcção de Som': [['Antonio Rosas']], 'Distribuição': [['Exclusivos Triunfo', 'Filmes Progresso']], 'Fotografia de Cena': [['Godofredo Pacheco']], 'Genérico': [['Joaquín Carrasco']], 'Montagem': [['Juan Doria']], 'Música': [['Jesús García Leoz']], 'Música das Canções': [['Nóbrega e Sousa']], 'Operador de Imagem': [['José Pérez de Rozas']], 'Planificação/Sequência': [['Eugenio Deslaw', 'Arthur Duarte']], 'Produção': [['ESA-España Actualidades Asociada', 'Produções Arthur Duarte-PAD', 'Hermic Films']], 'Produção Executiva': [['Talia Films']], 'Regisseur': [['Victoriano Giraldo']], 'Vestuário': [['Humberto Cornejo']]}
Os Flagelados do Vento Leste;1989;N/C;100 min;['Drama'];['António Faria'];['António Faria'];['Adriano Gonçalves Bana', 'Albertino dos Reis', 'Arciolinda Almeida', 'Arlindo Évora Lima', 'Carlos Alhinho', 'Carlos Cruz Reis-Tinho', 'Conceição Lopes', 'Daniel Sone Medina-Dani', 'David Leite', 'Eliana Lima-Nanni', 'Elizabeth Matos', 'Elizabeth Monteiro', 'Eloísio Delgado', 'Francisco Cruz Ramos', 'Francisco Lopes-Frank', 'Jairson Rego', 'Jorge Vera Cruz', 'José António Centeio', 'José Pedro Bettencourt', 'Lurdes Évora', 'Madalena Monteiro', 'Manuel de Novas', 'Manuel Estevão', 'Manuel Matias', 'Manuela Santos', 'Marcelino Santos', 'Maria da Luz Rodrigues', 'Renato Andrade', 'Tony', 'Valentina da Luz-Titina', 'Vítor Cansado'];{'Administração de Produção': [['Maria Matos (II)', 'António Lordes Moniz']], 'Anotação': [['Sandra Medina']], 'Apoio Financeiro': [['Secretaria de Estado da Comunicação Social', 'Instituto Caboverdiano de Cinema', 'Ministério da Cultura', 'RTP']], 'Assistente de Exteriores': [['Pedro Monteiro']], 'Assistente de Imagem': [['Helio Videira', 'Miguel Gaspar', 'Horácio Rodrigues']], 'Assistente de Produção': [['Gabriel Pais', 'Maria João Mayer', 'Liliana Fonseca', 'Fátima Veiga']], 'Assistente de Realização': [['Maria de Lourdes Estrela', 'Carlos Vaz']], 'Assistente de Som': [['João Lopes']], 'Autor da Obra Original': [['Manuel Lopes']], 'Canções por': [['Toi Vieira', 'Paulino Vieira', 'José António']], 'Caracterização': [['Carolina Valença', 'Annie Rosenblath']], 'Cenários': [['José Faria']], 'Chefe Maquinista': [['João Baptista Pereira']], 'Consultor Artístico': [['Deolinda Domingos']], 'Consultor Literário': [['Moacir Rodrigues']], 'Coordenação de Produção': [['Catarina Santos', 'Gabriela Cerqueira', 'Rosi Burguete']], 'Decoração': [['Marcelino Santos', 'Eduardo & Lourdes Filipe', 'Manuel Figueira']], 'Direcção de Som': [['Mário Garcia']], 'Efeitos Especiais': [['Filipe Cardoso']], 'Electricista': [['Domingos Batista', 'Raul Soares', 'Osvaldino Lopes']], 'Figuração': [['Perfil 35']], 'Fotografia': [['João Rocha']], 'Genérico': [['Argos', 'José João']], 'Iluminação': [['João Faria']], 'Maquinista': [['João F. Graça-Xixi', 'João Andrade-Djoni']], 'Montagem': [['Maria Beatriz Henriques']], 'Montagem Negativo': [['Ana Flamine Seiça']], 'Música': [['Vasco Martins']], 'Operador de Imagem': [['João Lopes', 'João de Deus Gomes', 'João da Cunha Telles']], 'Produção': [['Animatógrafo']], 'Produção Executiva': [['António da Cunha Telles']], 'Produtor Delegado': [['Daniel Medis', 'Jorge Paixão da Costa']], 'Secretária de Produção': [['Edna Sequeira']], 'Vestuário': [['Rosa Isabel', 'Manuel Figueira', 'Lívio Andrade', 'Ivone Mena']]}
Fim-de-Semana Com a Morte;1967;;89 min;['Suspense'];['Julio Coll'];[];[];{'Produção': [['António Vilar']]}
A Exposição do Mundo Português;1941;;62 min;['Documentário'];['António Lopes Ribeiro'];[];[];{'Assistente de Realização': [['Carlos Filipe Ribeiro']], 'Direcção de Som': [['J. Sá Nobre']], 'Distribuição': [['SPAC']], 'Fotografia': [['Octávio Bobone', 'Salazar Diniz', 'Artur Costa de Macedo', 'Manuel Luís Vieira']], 'Locução': [['António Lopes Ribeiro']], 'Montagem': [['Vieira de Sousa']], 'Música': [['Frederico de Freitas']], 'Produção': [['SPN - Secretariado da Propaganda Nacional']], 'Texto': [['António Lopes Ribeiro']]}
Miss Moçambique 1972 - Retrato de Uma Eleição;1972;N/C;100 min;['Reportagem'];['Eurico Ferreira', 'Courinha Ramos'];[];[];{'Fotografia': [['Luís Beja', 'Eurico Ferreira', 'Brum Morgado']], 'Iluminação': [['Bonito Ramos']], 'Montagem': [['Lopes Barbosa']], 'Produção': [['Somar Filmes', 'Filmlab']], 'Produção Executiva': [['Courinha Ramos']]}
O Explicador de Matemática;1977;N/C;86 min;['Comédia'];['Courinha Ramos'];['Courinha Ramos'];['Albertina Craveirinha', 'Anabela Ramos', 'António Saraiva', 'Carlos Dinis', 'Décio Lopes', 'Delese Bosworth', 'Eulália Duarte', 'Fernando Biscaia', 'Gabriel Ferreira', 'João Alves', 'José Bandeira', 'Luís de Sousa', 'Luiz Beira', 'Olivia Goldenberg', 'Paulo Soares (I)', 'Samsudin Muss', 'Samuel Cauteleiro', 'Teresa Palma'];{'Anotação': [['Ana Maria Ramos']], 'Assistente de Realização': [['Fernando Silva (I)']], 'Distribuição': [['Internacional Filmes']], 'Execução Musical': [['Conjunto de Renato Silva']], 'Fotografia': [['João Moreira (II)']], 'Música': [['Renato Silva', 'Jorge Paixão']], 'Operador de Imagem': [['Bonito Ramos']], 'Planificação/Sequência': [['Courinha Ramos']], 'Produção': [['Somar Filmes']], 'Produção Executiva': [['Courinha Ramos']]}
Eusébio, a Pantera Negra;1974;N/C;86 min;['Documentário'];['Juan de Orduña'];['Eloy Herrera'];['Antonio Duran', 'António Gomes', 'Ermelinda Rodrigues', 'Eusébio da Silva Ferreira', 'Flora da Silva Ferreira', 'Gilberto Gonçalves', 'Ibrahimo Muss', 'Isabel de Castro', 'José David', 'José Maria', 'José Moreno', 'José Rocha', 'Júlio Cleto', 'Maria Libéria', 'Maria Silva', 'Marianne'];{'Assistente de Imagem': [['Leonel Efe']], 'Assistente de Realização': [['Federico Canudas']], 'Canções por': [['Vum-Vum']], 'Chefe de Produção': [['Jorge de Sousa']], 'Colaboração': [['Arthur Duarte', 'Romeu Correia']], 'Direcção de Produção': [['J. Lorenzo Donis']], 'Direcção Musical': [['F. Correia Martins']], 'Execução Musical': [['C. Paredes', 'Os Marimbeiros de Zavala']], 'Fotografia': [['J.A. Ballesteros', 'Acácio de Almeida']], 'Locução': [['António Miguel']], 'Música': [['Gonçalo Paredes']], 'Música das Canções': [['Associação Africana', 'Os Marimbeiros de Zavala']], 'Narração': [['Eusébio da Silva Ferreira']], 'Operador de Imagem': [['Antonio Piñero']], 'Produção': [['Tritón', 'Deva Filmes']], 'Produção Executiva': [['J. Lorenzo Pérez']]}
É Perigoso Debruçar-se;1946;N/C;98 min;['Romance'];['Arthur Duarte', 'Alejandro Ulloa'];['Alejandro Ulloa', 'Enrique Jardiel Poncela', 'Manuel Tamayo'];['Alejandro Ulloa', 'Ana María Campoy', 'Cremilda de Oliveira', 'Erico Braga', 'Estevão Amarante', 'Fernando Fernán Gómez', 'Fernando Freire de Andrade', 'Guadalupe Muñoz Sanpedro', 'Jorge Alves', 'Juan Monfort', 'Linda de Abreu', 'María Dolores Pradera', 'Óscar de Lemos'];{'Adaptação': [['João Bastos']], 'Anotação': [['Luís Garcia']], 'Assistente': [['Orestes Fontes', 'Vítor Igreja']], 'Assistente de Produção': [['Maria Teresa Fontoba']], 'Autor da Obra Original': [['Enrique Jardiel Poncela']], 'Canções por': [['Milú']], 'Caracterização': [['Luis Alcaraz', 'Amelia Alcaraz', 'Júlio de Sousa']], 'Chefe de Produção': [['Juan Fusté']], 'Decoração': [['Alfonso de Lucas', 'César Espiga', 'Ramón Miró']], 'Diálogos': [['João Bastos']], 'Direcção de Fotografia': [['Aquilino Mendes', 'Josep Gaspar Serra']], 'Direcção de Produção': [['Luís Diaz-Amado']], 'Direcção de Som': [['Felipe Sáenz', 'António Roces', 'Luís Sousa Santos']], 'Fotografia de Cena': [['Torres e Martins']], 'Guião': [['Alfredo Echegaray', 'Enrique Jardiel Poncela']], 'Letra das Canções': [['Silva Tavares', 'Aníbal Nazaré']], 'Montagem': [['António Cassiano']], 'Música': [['Juan Durán Alemani']], 'Música das Canções': [['Andrade dos Santos', 'Fernando de Carvalho', 'Vicente Moro Lanchares', 'Juan Durán Alemani']], 'Operador de Imagem': [['Pedro Rovira']], 'Planificação/Sequência': [['Arthur Duarte']], 'Produção': [['Doperfilme', 'Hispania Artis']], 'Regisseur': [['Manuel Miralles']], 'Vestuário': [['Dique Flotante', 'Penalva', 'Mariuca']]}
Em Obsessão;1988;M/12;95 min;['Ficção'];['Rui Goulart'];['Rui Goulart'];"[""António Victorino d'Almeida"", 'Bruno Lavos', 'Isabel Oliveira', 'João Saboga', 'Maria de Lurdes', 'Marta Marciano', 'Paula Cristina', 'Rui Goulart']";"{'Assistente de Produção': [['Augusto de Carvalho', 'Fátima Firmino', 'Vladimiro Rodrigo']], 'Assistente de Realização': [['Rui Meneses', 'José João Águeda']], 'Caracterização': [['Paula Maria']], 'Direcção de Produção': [['João Cayatte']], 'Direcção de Som': [['José Leitão']], 'Electricista': [['Carlos Esteves']], 'Fotografia': [['José Pina']], 'Fotografia de Cena': [['Jorge Dias']], 'Montagem': [['José Lopes', 'Anne Marie', 'Rui Goulart']], 'Montagem Negativo': [['Teresa']], 'Música': [['Gustav Mahler', ""António Victorino d'Almeida""]], 'Operador de Imagem': [['João Guerra', 'Victor Beja', 'Mário Mendes', 'José Brinco']], 'Produção': [['Rui Goulart']], 'Produção Executiva': [['Artur Redinha']], 'Secretária de Produção': [['Maria Augusta', 'Emília Pinto']], 'Sonoplastia/Mistura': [['Fernando Duarte']]}"
